restaurants open at 10 morning time,/->/s/#let s go{'time'= '10:00 am'|1|'10 morning time')}
show me the lunch mains for this place,restaurant->restaurant#menu type{'menu type'= 'lunch menu'|1|'lunch mains')}
what's available at 1 morning time,/s/->/s/#find table{'time'= '1:00 am'|1|'1 morning time')}
choose headwaters bar and grill at 6:00 evening time,/s/->/book/details#time{'time'= '6:00 pm'|1|'6:00 evening time'; 'restaurant'= 'headwaters bar and grill'|1|'headwaters bar and grill')}
can you reserve on 5 jul 2019 for the 16 of us,restaurant->restaurant#find table{'date'= '5 jul'|1|'5 jul 2019'; 'party size'= '16'|1|'the 16 of us')}
available pasta restaurants for 8,/->/s/#let s go{'location restaurant or cuisine'= 'pasta'|0|'pasta'; 'people'= '8 people'|1|'8')}
anything free at 3:30 pm time,restaurant->restaurant#find table{'time'= '3:30 pm'|1|'3:30 pm time')}
anything free at 8:30 am time,restaurant->restaurant#find table{'time'= '8:30 am'|1|'8:30 am time')}
how is cepae la parisienne bellevue,/s/->restaurant#restaurant{'restaurant'= 'cepae la parisienne bellevue'|1|'cepae la parisienne bellevue')}
which tao chicago restaurant restaurants are available on november 29 2019,/->/s/#let s go{'location restaurant or cuisine'= 'tao chicago'|0|'tao chicago restaurant'; 'date'= '29 nov'|1|'november 29  2019')}
how is henry s tavern bellevue,/s/->restaurant#restaurant{'restaurant'= 'henry s tavern bellevue'|1|'henry s tavern bellevue')}
some southeast asian places where I can go,/s/->/s/#find table{'location restaurant or cuisine'= 'southeast asian'|0|'southeast asian')}
find me drinks only restaurants for me,/s/->/s/#find table{'people'= '1 people'|1|'me'; 'location restaurant or cuisine'= 'drinks only'|0|'drinks only')}
reject it,/book/view->/book/cancel#cancel{'cancel'= 'cancel'|1|'reject it')}
available restaurants for a group of 17 friends on october 24 2019 at 12:00 in the morning,/->/s/#let s go{'date'= '24 oct'|1|'october 24  2019'; 'time'= '12:00 am'|1|'12:00 in the morning'; 'people'= '17 people'|1|'a group of 17 friends')}
anything free at 9:30 pm time,restaurant->restaurant#find table{'time'= '9:30 pm'|1|'9:30 pm time')}
authentic hector s restaurant restaurants open on 3 jul 2019,/->/s/#let s go{'location restaurant or cuisine'= 'hector s restaurant'|0|'hector s restaurant'; 'date'= '3 jul'|1|'3 jul 2019')}
which whistler restaurants are available for the 13 of us,/->/s/#let s go{'location restaurant or cuisine'= 'whistler'|0|'whistler'; 'people'= '13 people'|1|'the 13 of us')}
can I book on 7 nov 2019 at 12 in the night for 14 people,restaurant->restaurant#find table{'time'= '12:00 pm'|1|'12 in the night'; 'date'= '7 nov'|1|'7 nov 2019'; 'party size'= '14'|1|'14 people')}
what about a table here at 12:30 am time for 4 persons,restaurant->restaurant#find table{'time'= '12:30 am'|1|'12:30 am time'; 'party size'= '4'|1|'4 persons')}
available chinese restaurants on august 12 2019 at 12:00 in the night,/->/s/#let s go{'location restaurant or cuisine'= 'chinese'|0|'chinese'; 'date'= '12 aug'|1|'august 12  2019'; 'time'= '12:00 pm'|1|'12:00 in the night')}
which italian restaurants are available for about 13 people at 11:30 am time on 22 aug 2019,/s/->/s/#find table{'date'= '22 aug'|1|'22 aug 2019'; 'time'= '11:30 am'|1|'11:30 am time'; 'people'= '13 people'|1|'about 13 people'; 'location restaurant or cuisine'= 'italian'|0|'italian')}
authentic the bistro at hollywood schoolhouse restaurants open on 14 oct 2019,/->/s/#let s go{'location restaurant or cuisine'= 'the bistro at hollywood schoolhouse'|0|'the bistro at hollywood schoolhouse'; 'date'= '14 oct'|1|'14 oct 2019')}
can I get a table here for 19:15,restaurant->/book/details#time{'time'= '7:15 pm'|1|'19:15')}
which renton restaurants are available for 20 at 8:30 on july 5 2019,/s/->/s/#find table{'date'= '5 jul'|1|'july 5  2019'; 'time'= '8:30 am'|1|'8:30'; 'people'= '20 people'|1|'20'; 'location restaurant or cuisine'= 'renton'|0|'renton')}
available london restaurants at 8:00 am time,/->/s/#let s go{'location restaurant or cuisine'= 'london'|0|'london'; 'time'= '8:00 am'|1|'8:00 am time')}
find me a restaurant for me on 23 oct 2019 at 4:30 pm time,/->/s/#let s go{'date'= '23 oct'|1|'23 oct 2019'; 'time'= '4:30 pm'|1|'4:30 pm time'; 'people'= '1 people'|1|'me')}
I want henry s tavern bellevue,/s/->restaurant#restaurant{'restaurant'= 'henry s tavern bellevue'|1|'henry s tavern bellevue')}
find me mediterranean restaurants on september 10 2019,/s/->/s/#find table{'date'= '10 sep'|1|'september 10  2019'; 'location restaurant or cuisine'= 'mediterranean'|0|'mediterranean')}
which russell s restaurant restaurants are available for 14 persons at 9:30 morning time on 19 aug 2019,/->/s/#let s go{'location restaurant or cuisine'= 'russell s restaurant'|0|'russell s restaurant'; 'date'= '19 aug'|1|'19 aug 2019'; 'time'= '9:30 am'|1|'9:30 morning time'; 'people'= '14 people'|1|'14 persons')}
find me a restaurant for a group of 12 friends on december 6 2019,/->/s/#let s go{'date'= '6 dec'|1|'december 6  2019'; 'people'= '12 people'|1|'a group of 12 friends')}
what's available for the 15 of us on october 16 2019,/->/s/#let s go{'date'= '16 oct'|1|'october 16  2019'; 'people'= '15 people'|1|'the 15 of us')}
find me a restaurant for a party of 7 people on september 3 2019 at 2:30 morning time,/s/->/s/#find table{'date'= '3 sep'|1|'september 3  2019'; 'time'= '2:30 am'|1|'2:30 morning time'; 'people'= '7 people'|1|'a party of 7 people')}
can they accomodate a party of 6 people on august 30 2019,restaurant->restaurant#find table{'date'= '30 aug'|1|'august 30  2019'; 'party size'= '6'|1|'a party of 6 people')}
find me a restaurant for a party of 3 on 4 oct 2019,/->/s/#let s go{'date'= '4 oct'|1|'4 oct 2019'; 'people'= '3 people'|1|'a party of 3')}
what's available for me and my husband on 16 jul 2019,/->/s/#let s go{'date'= '16 jul'|1|'16 jul 2019'; 'people'= '2 people'|1|'me and my husband')}
find me pasta restaurants for about 13 people on december 6 2019 at 13:00,/s/->/s/#find table{'date'= '6 dec'|1|'december 6  2019'; 'time'= '1:00 pm'|1|'13:00'; 'people'= '13 people'|1|'about 13 people'; 'location restaurant or cuisine'= 'pasta'|0|'pasta')}
find me kabab restaurants for 12,/s/->/s/#find table{'people'= '12 people'|1|'12'; 'location restaurant or cuisine'= 'kabab'|0|'kabab')}
which are bbq,/s/->/s/#cuisine{'cuisine'= 'italian'|1|'bbq')}
some more information on beach cafe,/s/->restaurant#restaurant{'restaurant'= 'beach cafe'|1|'beach cafe')}
select tokyo steak house,/s/->restaurant#restaurant{'restaurant'= 'tokyo steak house'|1|'tokyo steak house')}
what's available for about 6 people on 20 nov 2019,/s/->/s/#find table{'date'= '20 nov'|1|'20 nov 2019'; 'people'= '6 people'|1|'about 6 people')}
find me bbq restaurants at 3:30 morning time,/s/->/s/#find table{'time'= '3:30 am'|1|'3:30 morning time'; 'location restaurant or cuisine'= 'bbq'|0|'bbq')}
authentic vegetarian restaurants open on 1 jul 2019,/s/->/s/#find table{'date'= '1 jul'|1|'1 jul 2019'; 'location restaurant or cuisine'= 'vegetarian'|0|'vegetarian')}
what's available for the 7 of us on december 3 2019,/->/s/#let s go{'date'= '3 dec'|1|'december 3  2019'; 'people'= '7 people'|1|'the 7 of us')}
make a reservation for a indian,/->/s/#let s go{'location restaurant or cuisine'= 'indian'|0|'indian')}||/s/->/s/#find table{'location restaurant or cuisine'= 'indian'|0|'indian')}
how is the  what others say,restaurant->restaurant#restaurant details{'restaurant details'= 'reviews'|1|'what others say')}
some more information on vivi pizzeria,/s/->restaurant#restaurant{'restaurant'= 'vivi pizzeria'|1|'vivi pizzeria')}
find me beachhouse bar grill restaurants for 18 persons on 30 sep 2019 at 1:30 in the morning,/s/->/s/#find table{'date'= '30 sep'|1|'30 sep 2019'; 'time'= '1:30 am'|1|'1:30 in the morning'; 'people'= '18 people'|1|'18 persons'; 'location restaurant or cuisine'= 'beachhouse bar grill'|0|'beachhouse bar grill')}
palomino restaurants for the 3 of us,/s/->/s/#find table{'people'= '3 people'|1|'the 3 of us'; 'location restaurant or cuisine'= 'palomino'|0|'palomino')}
find me blvd restaurant restaurants for a party of 15 people,/->/s/#let s go{'location restaurant or cuisine'= 'blvd'|0|'blvd restaurant'; 'people'= '15 people'|1|'a party of 15 people')}
proceed with ascend prime steak & sushi at 17:30,/s/->/book/details#time{'time'= '5:30 pm'|1|'17:30'; 'restaurant'= 'ascend prime steak & sushi'|1|'ascend prime steak & sushi')}
what's available for 7 on 11 sep 2019,/->/s/#let s go{'date'= '11 sep'|1|'11 sep 2019'; 'people'= '7 people'|1|'7')}
sushi restaurants for the 4 of us,/s/->/s/#find table{'people'= '4 people'|1|'the 4 of us'; 'location restaurant or cuisine'= 'sushi'|0|'sushi')}
what are some good restaurants in mississippi state,/->State#restaurants in the united states{'restaurants in the united states'= 'mississippi'|1|'mississippi state')}
what's the availability on 11 oct 2019 for about 15 people,restaurant->restaurant#find table{'date'= '11 oct'|1|'11 oct 2019'; 'party size'= '15'|1|'about 15 people')}
what's available for just for 7 at 3:30 in the afternoon on 28 oct 2019,/->/s/#let s go{'date'= '28 oct'|1|'28 oct 2019'; 'time'= '3:30 pm'|1|'3:30 in the afternoon'; 'people'= '7 people'|1|'just for 7')}
available asian restaurants for just for 18 on 25 sep 2019 at 8:00 pm time,/s/->/s/#find table{'date'= '25 sep'|1|'25 sep 2019'; 'time'= '8:00 pm'|1|'8:00 pm time'; 'people'= '18 people'|1|'just for 18'; 'location restaurant or cuisine'= 'asian'|0|'asian')}
tell me something about bar grill,/s/->restaurant#restaurant{'restaurant'= '520 bar grill'|1|'bar grill')}
food they serve at dinner please,restaurant->restaurant#menu type{'menu type'= 'dinner menu'|1|'food they serve at dinner')}
find me a restaurant for 7:30 pm in the evening,/->/s/#let s go{'time'= '7:30 pm'|1|'7:30 pm in the evening')}||/s/->/s/#find table{'time'= '7:30 pm'|1|'7:30 pm in the evening')}
available vegetarian restaurants for a party of 10 people,/s/->/s/#find table{'people'= '10 people'|1|'a party of 10 people'; 'location restaurant or cuisine'= 'vegetarian'|0|'vegetarian')}
reserve for bob burger and specify jason@gmail.com as email and 4251234567 as phone contact number,/book/details->/book/view#complete reservation{'email'= 'jason@gmail.com'|0|'jason@gmail.com'; 'first name'= 'bob'|0|'bob'; 'phone number'= '4251234567'|0|'4251234567'; 'last name'= 'burger'|0|'burger')}
available pasta restaurants for about 6 people,/->/s/#let s go{'location restaurant or cuisine'= 'pasta'|0|'pasta'; 'people'= '6 people'|1|'about 6 people')}
do have availability for 15 guests,restaurant->restaurant#find table{'party size'= '15'|1|'15 guests')}
options in kenner only,State->City#city{'city'= 'kenner'|1|'kenner')}
reserve for ida whitaker and specify jason@gmail.com as email and 3245689801 as phone contact number,/book/details->/book/view#complete reservation{'email'= 'jason@gmail.com'|0|'jason@gmail.com'; 'first name'= 'ida'|0|'ida'; 'phone number'= '3245689801'|0|'3245689801'; 'last name'= 'whitaker'|0|'whitaker')}
which cafe juanita restaurants are available at 9:00 am time on 29 jul 2019,/->/s/#let s go{'location restaurant or cuisine'= 'cafe juanita'|0|'cafe juanita'; 'date'= '29 jul'|1|'29 jul 2019'; 'time'= '9:00 am'|1|'9:00 am time')}
some san francisco restaurants on 12 dec 2019,/->/s/#let s go{'location restaurant or cuisine'= 'san francisco'|0|'san francisco'; 'date'= '12 dec'|1|'12 dec 2019')}
what's available for the 13 of us on 1 aug 2019,/s/->/s/#find table{'date'= '1 aug'|1|'1 aug 2019'; 'people'= '13 people'|1|'the 13 of us')}
find me a restaurant for 9 on 18 nov 2019 at 10 in the night,/s/->/s/#find table{'date'= '18 nov'|1|'18 nov 2019'; 'time'= '10:00 pm'|1|'10 in the night'; 'people'= '9 people'|1|'9')}
which mediterranean restaurants are available for the 5 of us,/s/->/s/#find table{'people'= '5 people'|1|'the 5 of us'; 'location restaurant or cuisine'= 'mediterranean'|0|'mediterranean')}
find me vietnamese restaurants on 5 dec 2019,/s/->/s/#find table{'date'= '5 dec'|1|'5 dec 2019'; 'location restaurant or cuisine'= 'vietnamese'|0|'vietnamese')}
more information for the restaurant department bento nordstrom bellevue square,/s/->restaurant#restaurant{'restaurant'= 'department bento nordstrom bellevue square'|1|'department bento nordstrom bellevue square')}
can they accomodate about 2 people on july 2 2019,restaurant->restaurant#find table{'date'= '2 jul'|1|'july 2  2019'; 'party size'= '2'|1|'about 2 people')}
which redmond restaurants are available,/->/s/#let s go{'location restaurant or cuisine'= 'redmond'|0|'redmond')}
find me london restaurants on november 6 2019 at 11 pm time,/s/->/s/#find table{'date'= '6 nov'|1|'november 6  2019'; 'time'= '11:00 pm'|1|'11 pm time'; 'location restaurant or cuisine'= 'london'|0|'london')}
which blu sardinia restaurants are available at 1:30 pm time on 1 aug 2019,/s/->/s/#find table{'date'= '1 aug'|1|'1 aug 2019'; 'time'= '1:30 pm'|1|'1:30 pm time'; 'location restaurant or cuisine'= 'blu sardinia'|0|'blu sardinia')}
find me a restaurant for a group of 20 on august 28 2019 at 7:00 pm in the evening,/->/s/#let s go{'date'= '28 aug'|1|'august 28  2019'; 'time'= '7:00 pm'|1|'7:00 pm in the evening'; 'people'= '20 people'|1|'a group of 20')}
what's available for 8,/->/s/#let s go{'people'= '8 people'|1|'8')}
find me heritage restaurant restaurants for 18 on 5 nov 2019 at 2:30 in the afternoon,/s/->/s/#find table{'date'= '5 nov'|1|'5 nov 2019'; 'time'= '2:30 pm'|1|'2:30 in the afternoon'; 'people'= '18 people'|1|'18'; 'location restaurant or cuisine'= 'heritage restaurant'|0|'heritage restaurant')}
book duke's seafood & chowder bellevue at 4:30 pm in the afternoon,/s/->/book/details#time{'time'= '4:30 pm'|1|'4:30 pm in the afternoon'; 'restaurant'= "duke's seafood & chowder bellevue"|1|"duke's seafood & chowder bellevue")}
can I book on 6 aug 2019 at 2:30 am time for a party of 2,restaurant->restaurant#find table{'time'= '2:30 am'|1|'2:30 am time'; 'date'= '6 aug'|1|'6 aug 2019'; 'party size'= '2'|1|'a party of 2')}
anything free at 3:30 pm in the afternoon,restaurant->restaurant#find table{'time'= '3:30 pm'|1|'3:30 pm in the afternoon')}
can you get me the drinks menu of this place,restaurant->restaurant#menu type{'menu type'= 'wine list'|1|'drinks menu')}
can I book on 6 nov 2019 at 7:30 in the evening for a party of 11 people,restaurant->restaurant#find table{'time'= '7:30 pm'|1|'7:30 in the evening'; 'date'= '6 nov'|1|'6 nov 2019'; 'party size'= '11'|1|'a party of 11 people')}
asian restaurants for 4,/->/s/#let s go{'location restaurant or cuisine'= 'asian'|0|'asian'; 'people'= '4 people'|1|'4')}
choose ascend prime steak & sushi at 7:00 pm time,/s/->/book/details#time{'time'= '7:00 pm'|1|'7:00 pm time'; 'restaurant'= 'ascend prime steak & sushi'|1|'ascend prime steak & sushi')}
show me more information for  formento s restaurant,City->restaurant#select restaurant{'select restaurant'= 'formento s'|1|'formento s restaurant')}
find me indian restaurants at 10:30 in the night,/->/s/#let s go{'location restaurant or cuisine'= 'indian'|0|'indian'; 'time'= '10:30 pm'|1|'10:30 in the night')}
Is the restaurant available at 6:30 evening time,restaurant->/book/details#time{'time'= '6:30 pm'|1|'6:30 evening time')}
available london restaurants for myself on 20 nov 2019 at 7:30 in the evening,/->/s/#let s go{'location restaurant or cuisine'= 'london'|0|'london'; 'date'= '20 nov'|1|'20 nov 2019'; 'time'= '7:30 pm'|1|'7:30 in the evening'; 'people'= '1 people'|1|'myself')}
which paris restaurants are available,/->/s/#let s go{'location restaurant or cuisine'= 'paris'|0|'paris')}||/s/->/s/#find table{'location restaurant or cuisine'= 'paris'|0|'paris')}
find me blvd restaurant restaurants on november 25 2019,/->/s/#let s go{'location restaurant or cuisine'= 'blvd'|0|'blvd restaurant'; 'date'= '25 nov'|1|'november 25  2019')}
proceed with maggiano's bellevue at 6:15 evening time,/s/->/book/details#time{'time'= '6:15 pm'|1|'6:15 evening time'; 'restaurant'= "maggiano's bellevue"|1|"maggiano's bellevue")}
available vietnamese restaurants at 2:00,/s/->/s/#find table{'time'= '2:00 am'|1|'2:00'; 'location restaurant or cuisine'= 'vietnamese'|0|'vietnamese')}
find me british restaurants for a party of 18 people,/s/->/s/#find table{'people'= '18 people'|1|'a party of 18 people'; 'location restaurant or cuisine'= 'british'|0|'british')}
available tacoma restaurants for just for 12,/->/s/#let s go{'location restaurant or cuisine'= 'tacoma'|0|'tacoma'; 'people'= '12 people'|1|'just for 12')}
any more information on the salads of the restaurant,restaurant->restaurant#menu type{'menu type'= 'vegetarian menu'|1|'salads')}
some more information on cafe juanita,/s/->restaurant#restaurant{'restaurant'= 'cafe juanita'|1|'cafe juanita')}
available zurich restaurants at 10:30 night time,/->/s/#let s go{'location restaurant or cuisine'= 'zurich'|0|'zurich'; 'time'= '10:30 pm'|1|'10:30 night time')}
any photos taken by others of it,restaurant->restaurant#restaurant details{'restaurant details'= 'photos'|1|'photos taken by others')}
is there anything in hood river region,/s/->/s/#region{'region'= 'hood river'|1|'hood river region')}
reserve for sarah whitaker and specify bob@hotmail.com as email and 3156789098 as phone contact number,/book/details->/book/view#complete reservation{'email'= 'bob@hotmail.com'|0|'bob@hotmail.com'; 'first name'= 'sarah'|0|'sarah'; 'phone number'= '3156789098'|0|'3156789098'; 'last name'= 'whitaker'|0|'whitaker')}
what's available for 16 persons at 7:30 pm time on september 9 2019,/s/->/s/#find table{'date'= '9 sep'|1|'september 9  2019'; 'time'= '7:30 pm'|1|'7:30 pm time'; 'people'= '16 people'|1|'16 persons')}
more details on ohana issaquah,/s/->restaurant#restaurant{'restaurant'= 'ohana issaquah'|1|'ohana issaquah')}
available chilean restaurants at 5:30 in the morning,/s/->/s/#find table{'time'= '5:30 am'|1|'5:30 in the morning'; 'location restaurant or cuisine'= 'chilean'|0|'chilean')}
available vegetarian restaurants for 14 persons,/s/->/s/#find table{'people'= '14 people'|1|'14 persons'; 'location restaurant or cuisine'= 'vegetarian'|0|'vegetarian')}
available kosher restaurants on 2 dec 2019,/s/->/s/#find table{'date'= '2 dec'|1|'2 dec 2019'; 'location restaurant or cuisine'= 'kosher'|0|'kosher')}
how is sugar factory bravern bellevue,/s/->restaurant#restaurant{'restaurant'= 'sugar factory bravern bellevue'|1|'sugar factory bravern bellevue')}
find me russell s restaurant restaurants at 00:00,/->/s/#let s go{'location restaurant or cuisine'= 'russell s restaurant'|0|'russell s restaurant'; 'time'= '12:00 am'|1|'00:00')}
find me portland restaurants for 5,/s/->/s/#find table{'people'= '5 people'|1|'5'; 'location restaurant or cuisine'= 'portland'|0|'portland')}
mains,restaurant->restaurant#menu type{'menu type'= 'dinner menu'|1|'mains')}
what's available at 11 morning time,/->/s/#let s go{'time'= '11:00 am'|1|'11 morning time')}||/s/->/s/#find table{'time'= '11:00 am'|1|'11 morning time')}
I need a reservation at this place at 7:00 in the evening,restaurant->/book/details#time{'time'= '7:00 pm'|1|'7:00 in the evening')}
I'm interested in woodblock,/s/->restaurant#restaurant{'restaurant'= 'woodblock'|1|'woodblock')}
how are the mains of this place,restaurant->restaurant#restaurant details{'restaurant details'= 'menu'|1|'mains')}||restaurant->restaurant#menu type{'menu type'= 'dinner menu'|1|'mains')}
what's available for a large group of 20 at 7 evening time on 7 nov 2019,/->/s/#let s go{'date'= '7 nov'|1|'7 nov 2019'; 'time'= '7:00 pm'|1|'7 evening time'; 'people'= '20 people'|1|'a large group of 20')}
which bellevue restaurants are available for just me and susan at 5 am time on 21 aug 2019,/s/->/s/#find table{'date'= '21 aug'|1|'21 aug 2019'; 'time'= '5:00 am'|1|'5 am time'; 'people'= '2 people'|1|'just me and susan'; 'location restaurant or cuisine'= 'bellevue'|0|'bellevue')}
available maggiano restaurants for a group of 6 friends on 14 aug 2019 at 3:30 pm time,/->/s/#let s go{'location restaurant or cuisine'= 'maggiano'|0|'maggiano'; 'date'= '14 aug'|1|'14 aug 2019'; 'time'= '3:30 pm'|1|'3:30 pm time'; 'people'= '6 people'|1|'a group of 6 friends')}
available boston restaurants for 14 persons,/s/->/s/#find table{'people'= '14 people'|1|'14 persons'; 'location restaurant or cuisine'= 'boston'|0|'boston')}
find me seattle restaurants for about 7 people,/->/s/#let s go{'location restaurant or cuisine'= 'seattle'|0|'seattle'; 'people'= '7 people'|1|'about 7 people')}
which burgers restaurants are available on december 12 2019,/->/s/#let s go{'location restaurant or cuisine'= 'burgers'|0|'burgers'; 'date'= '12 dec'|1|'december 12  2019')}
choose the allis restaurant,City->restaurant#select restaurant{'select restaurant'= 'the allis'|1|'the allis restaurant')}
available restaurants for just for 2 on 23 oct 2019 at 7:00 in the morning,/s/->/s/#find table{'date'= '23 oct'|1|'23 oct 2019'; 'time'= '7:00 am'|1|'7:00 in the morning'; 'people'= '2 people'|1|'just for 2')}
choose anthony's homeport kirkland at 4:30 afternoon time,/s/->/book/details#time{'time'= '4:30 pm'|1|'4:30 afternoon time'; 'restaurant'= "anthony's homeport kirkland"|1|"anthony's homeport kirkland")}
tell me something about the melting pot bellevue,/s/->restaurant#restaurant{'restaurant'= 'the melting pot bellevue'|1|'the melting pot bellevue')}
some agave cocina cantina redmond restaurants on 16 oct 2019,/->/s/#let s go{'location restaurant or cuisine'= 'agave cocina cantina redmond'|0|'agave cocina cantina redmond'; 'date'= '16 oct'|1|'16 oct 2019')}
what's available for about 9 people on 1 oct 2019,/s/->/s/#find table{'date'= '1 oct'|1|'1 oct 2019'; 'people'= '9 people'|1|'about 9 people')}
authentic bar food restaurants open on 19 nov 2019,/s/->/s/#find table{'date'= '19 nov'|1|'19 nov 2019'; 'location restaurant or cuisine'= 'bar food'|0|'bar food')}
volterra kirkland restaurants for the 15 of us,/->/s/#let s go{'location restaurant or cuisine'= 'volterra kirkland'|0|'volterra kirkland'; 'people'= '15 people'|1|'the 15 of us')}||/s/->/s/#find table{'people'= '15 people'|1|'the 15 of us'; 'location restaurant or cuisine'= 'volterra kirkland'|0|'volterra kirkland')}
proceed with palace korean bbq at 3  o'clock,/s/->/book/details#time{'time'= '3:00 pm'|1|"3  o'clock"; 'restaurant'= 'palace korean bbq'|1|'palace korean bbq')}
find me a restaurant for a party of 4 people on 26 aug 2019,/s/->/s/#find table{'date'= '26 aug'|1|'26 aug 2019'; 'people'= '4 people'|1|'a party of 4 people')}
I want to reserve for 6:00 evening time,restaurant->/book/details#time{'time'= '6:00 pm'|1|'6:00 evening time')}
available cambridge restaurants on 26 nov 2019,/s/->/s/#find table{'date'= '26 nov'|1|'26 nov 2019'; 'location restaurant or cuisine'= 'cambridge'|0|'cambridge')}
make a reservation for a caribbean,/s/->/s/#find table{'location restaurant or cuisine'= 'caribbean'|0|'caribbean')}
which home made pasta restaurants are available,/->/s/#let s go{'location restaurant or cuisine'= 'home made pasta'|0|'home made pasta')}||/s/->/s/#find table{'location restaurant or cuisine'= 'home made pasta'|0|'home made pasta')}
can you show me the menu photos and reviews of big fish grill kirkland,/s/->restaurant#restaurant{'restaurant'= 'big fish grill kirkland'|1|'big fish grill kirkland')}
american restaurants for the 12 of us,/s/->/s/#find table{'people'= '12 people'|1|'the 12 of us'; 'location restaurant or cuisine'= 'american'|0|'american')}
what's available for about 2 people on 8 aug 2019,/->/s/#let s go{'date'= '8 aug'|1|'8 aug 2019'; 'people'= '2 people'|1|'about 2 people')}
book me a taylor shellfish oyster bar restaurant for size of 14 on november 11 2019 at 6:30 in the evening,/->/s/#let s go{'location restaurant or cuisine'= 'taylor shellfish oyster bar bellevue'|0|'taylor shellfish oyster bar'; 'date'= '11 nov'|1|'november 11  2019'; 'time'= '6:30 pm'|1|'6:30 in the evening'; 'people'= '14 people'|1|'size of 14')}
find me mediterranean restaurants for a group of 5 friends on 8 nov 2019 at 21:30,/s/->/s/#find table{'date'= '8 nov'|1|'8 nov 2019'; 'time'= '9:30 pm'|1|'21:30'; 'people'= '5 people'|1|'a group of 5 friends'; 'location restaurant or cuisine'= 'mediterranean'|0|'mediterranean')}
can you show me the menu photos and reviews of cafe juanita,/s/->restaurant#restaurant{'restaurant'= 'cafe juanita'|1|'cafe juanita')}
do they have any table left on 11 dec 2019,restaurant->restaurant#find table{'date'= '11 dec'|1|'11 dec 2019')}
find me rome restaurants for just me,/->/s/#let s go{'location restaurant or cuisine'= 'rome'|0|'rome'; 'people'= '1 people'|1|'just me')}
what's the availability on october 30 2019 for a group of 17 friends,restaurant->restaurant#find table{'date'= '30 oct'|1|'october 30  2019'; 'party size'= '17'|1|'a group of 17 friends')}
can you please sort by from worse to best all the reviews,restaurant->restaurant#review sort{'review sort'= 'lowest rating'|1|'from worse to best')}
restaurants open at 1:30 in the afternoon,/s/->/s/#find table{'time'= '1:30 pm'|1|'1:30 in the afternoon')}
what's available for just 1 at 1:30 morning time on 25 sep 2019,/s/->/s/#find table{'date'= '25 sep'|1|'25 sep 2019'; 'time'= '1:30 am'|1|'1:30 morning time'; 'people'= '1 people'|1|'just 1')}
choose mccormick & schmick's seafood bellevue at 6:00 pm in the evening,/s/->/book/details#time{'time'= '6:00 pm'|1|'6:00 pm in the evening'; 'restaurant'= "mccormick & schmick's seafood bellevue"|1|"mccormick & schmick's seafood bellevue")}
find me nico osteria restaurant restaurants on november 27 2019 at 1:30,/->/s/#let s go{'location restaurant or cuisine'= 'nico osteria'|0|'nico osteria restaurant'; 'date'= '27 nov'|1|'november 27  2019'; 'time'= '1:30 am'|1|'1:30')}
available bbq restaurants on 11 oct 2019,/s/->/s/#find table{'date'= '11 oct'|1|'11 oct 2019'; 'location restaurant or cuisine'= 'bbq'|0|'bbq')}
available indian restaurants at 8:30 in the morning,/s/->/s/#find table{'time'= '8:30 am'|1|'8:30 in the morning'; 'location restaurant or cuisine'= 'indian'|0|'indian')}
available zurich restaurants for about 9 people,/s/->/s/#find table{'people'= '9 people'|1|'about 9 people'; 'location restaurant or cuisine'= 'zurich'|0|'zurich')}
tell me more about bis on main,/s/->restaurant#restaurant{'restaurant'= 'bis on main'|1|'bis on main')}
tell me more about minamoto,/s/->restaurant#restaurant{'restaurant'= 'minamoto'|1|'minamoto')}
find me a restaurant for about 13 people on august 1 2019 at 3:30 in the afternoon,/s/->/s/#find table{'date'= '1 aug'|1|'august 1  2019'; 'time'= '3:30 pm'|1|'3:30 in the afternoon'; 'people'= '13 people'|1|'about 13 people')}
what's available for about 8 people on 5 jul 2019,/->/s/#let s go{'date'= '5 jul'|1|'5 jul 2019'; 'people'= '8 people'|1|'about 8 people')}||/s/->/s/#find table{'date'= '5 jul'|1|'5 jul 2019'; 'people'= '8 people'|1|'about 8 people')}
find me a restaurant for a group of 6 friends on 19 sep 2019 at 10:30 night time,/->/s/#let s go{'date'= '19 sep'|1|'19 sep 2019'; 'time'= '10:30 pm'|1|'10:30 night time'; 'people'= '6 people'|1|'a group of 6 friends')}
the melting pot bellevue may work can you tell me more about it,/s/->restaurant#restaurant{'restaurant'= 'the melting pot bellevue'|1|'the melting pot bellevue')}
find me a restaurant for a group of 2 friends,/->/s/#let s go{'people'= '2 people'|1|'a group of 2 friends')}||/s/->/s/#find table{'people'= '2 people'|1|'a group of 2 friends')}
is it available for 6 pm time,restaurant->/book/details#time{'time'= '6:00 pm'|1|'6 pm time')}
available blvd restaurant restaurants on 3 jul 2019,/->/s/#let s go{'location restaurant or cuisine'= 'blvd'|0|'blvd restaurant'; 'date'= '3 jul'|1|'3 jul 2019')}
available kabab restaurants on 24 oct 2019 at 5:30 morning time,/->/s/#let s go{'location restaurant or cuisine'= 'kabab'|0|'kabab'; 'date'= '24 oct'|1|'24 oct 2019'; 'time'= '5:30 am'|1|'5:30 morning time')}
find me oregon restaurants for just for 18,/s/->/s/#find table{'people'= '18 people'|1|'just for 18'; 'location restaurant or cuisine'= 'oregon'|0|'oregon')}
