keep only ahnu,/search->/search#filter by brand{'filter by brand'= 'ahnu'|1|'ahnu')}
in trips click on fleece & soft shell,/->/search#select sub category{'select category'= 'travel'|1|'trips'; 'select sub category'= 'fleece & soft shell'|1|'fleece & soft shell')}
the number of goodr og sunglasses should be 9,/ShoppingCart->/ShoppingCart#change quantity{'select product'= 'goodr og sunglasses'|1|'goodr og sunglasses'; 'change quantity'= '9'|1|'9')}
my full address is 1033 s oakley blvd. redmond delaware 43677 finland and my name is john johnson,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '43677'|0|'43677'; 'state'= 'delaware'|1|'delaware'; 'country'= 'finland'|1|'finland'; 'city'= 'redmond'|0|'redmond'; 'street address'= '1033 s oakley blvd.'|0|'1033 s oakley blvd.'; 'last name'= 'johnson'|0|'johnson'; 'first name'= 'john'|0|'john')}
show me only the timberland ones,/search->/search#filter by brand{'filter by brand'= 'timberland'|1|'timberland')}
Select small as size and added it to my order,/product/->Added to cart confirmation#add to cart{'select size'= 's'|1|'small')}
I'm interested only in multi colored,/search->/search#filter by color{'filter by color'= 'multi colored'|1|'multi colored')}
my details are  43677 as zip code united states minor outlying islands as state india as country new delhi as city 4260 132nd ave ne as address smith as surname and richard as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '43677'|0|'43677'; 'state'= 'united states minor outlying islands'|1|'united states minor outlying islands'; 'country'= 'india'|1|'india'; 'city'= 'new delhi'|0|'new delhi'; 'street address'= '4260 132nd ave ne'|0|'4260 132nd ave ne'; 'last name'= 'smith'|0|'smith'; 'first name'= 'richard'|0|'richard')}
update quantity of the north face chilkat nylon boots to 10,/ShoppingCart->/ShoppingCart#change quantity{'select product'= 'the north face chilkat nylon boots'|1|'the north face chilkat nylon boots'; 'change quantity'= '10'|1|'10')}
brand name from z to a re rank,/search->/search#sort results{'sort results'= 'brand: z a'|1|'brand name from z to a')}
Submit order with credit card number 4.56746e15 security code 123 expiration year 2031 and expiration month 12,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '4.56746e+15'|0|'4.56746e+15'; 'security code'= '123'|0|'123'; 'expiration month'= '12-dec'|1|'12'; 'expiration year'= '2031'|1|'2031')}
keep only helly hansen,/search->/search#filter by brand{'filter by brand'= 'helly hansen'|1|'helly hansen')}
order the option in white and size largest just one pieces with the option deliver to address,/product/->Added to cart confirmation#add to cart{'select color'= 'white'|1|'white'; 'pick up mode'= 'ship to address'|1|'deliver to address'; 'select size'= 'xxl'|1|'largest'; 'change quantity'= '1'|1|'one')}
more info on patagonia better sweater quarter zip fleece women's,/search->/product/#select product{'select product'= "patagonia better sweater quarter zip fleece women's"|1|"patagonia better sweater quarter zip fleece women's")}
my details are  98005 as zip code minnesota as state china as country london as city 1033 s oakley blvd. as address johnson as surname and michael as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '98005'|0|'98005'; 'state'= 'minnesota'|1|'minnesota'; 'country'= 'china'|1|'china'; 'city'= 'london'|0|'london'; 'street address'= '1033 s oakley blvd.'|0|'1033 s oakley blvd.'; 'last name'= 'johnson'|0|'johnson'; 'first name'= 'michael'|0|'michael')}
to pay you can use my card with the following details: number is 4.56746e15 and security code is 123 and it expires on 12 of 2022,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '4.56746e+15'|0|'4.56746e+15'; 'security code'= '123'|0|'123'; 'expiration month'= '12-dec'|1|'12'; 'expiration year'= '2022'|1|'2022')}
to pay you can use my card with the following details: number is 1.12345e15 and security code is 123 and it expires on 10 of 2028,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '1.12345e+15'|0|'1.12345e+15'; 'security code'= '123'|0|'123'; 'expiration month'= '10-oct'|1|'10'; 'expiration year'= '2028'|1|'2028')}
keep results that are good for good for winter,/search->/search#filter by best use{'filter by best use'= 'insulated'|1|'good for winter')}
I'd like something with blue color,/search->/search#filter by color{'filter by color'= 'blue'|1|'blue')}
what I do I have in item list,/->/ShoppingCart#view cart{}
Add to my cart an brown moderate and added it to my cart as store pick up,/product/->Added to cart confirmation#add to cart{'select color'= 'brown'|1|'brown'; 'pick up mode'= 'pick up in store free'|1|'store pick up'; 'select size'= 'm'|1|'moderate')}
fill in the checkout details as follows: city is bellevue street address is 1033 s oakley blvd. and my full name is richard johnson,/checkout/billing-address->/checkout/contact-info#continue{'city'= 'bellevue'|0|'bellevue'; 'street address'= '1033 s oakley blvd.'|0|'1033 s oakley blvd.'; 'last name'= 'johnson'|0|'johnson'; 'first name'= 'richard'|0|'richard')}
Submit order with credit card number 1.23456e14 security code 123 expiration year 2032 and expiration month apr,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '1.23456e+14'|0|'1.23456e+14'; 'security code'= '123'|0|'123'; 'expiration month'= '4-apr'|1|'apr'; 'expiration year'= '2032'|1|'2032')}
add 3 in color brown and size big to my cart,/product/->Added to cart confirmation#add to cart{'select color'= 'brown'|1|'brown'; 'select size'= 'l'|1|'big'; 'change quantity'= '3'|1|'3')}
rank results by sold maximum times,/search->/search#sort results{'sort results'= 'bestselling'|1|'sold maximum times')}
in the paddle category select running jackets,/->/search#select sub category{'select category'= 'paddle'|1|'paddle'; 'select sub category'= 'running jackets'|1|'running jackets')}
order the option in white and size largest just six pieces with the option store pick up,/product/->Added to cart confirmation#add to cart{'select color'= 'white'|1|'white'; 'pick up mode'= 'pick up in store free'|1|'store pick up'; 'select size'= 'xxl'|1|'largest'; 'change quantity'= '6'|1|'six')}
my visa number is 4.56746e15,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '4.56746e+15'|0|'4.56746e+15')}
in the ladis category select fleece & soft shell,/->/search#select sub category{'select category'= 'women'|1|'ladis'; 'select sub category'= 'fleece & soft shell'|1|'fleece & soft shell')}
my full address is 3123 s taylor st. la northern mariana islands 70745 china and my name is john williams,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '70745'|0|'70745'; 'state'= 'northern mariana islands'|1|'northern mariana islands'; 'country'= 'china'|1|'china'; 'city'= 'los angeles'|0|'la'; 'street address'= '3123 s taylor st.'|0|'3123 s taylor st.'; 'last name'= 'williams'|0|'williams'; 'first name'= 'john'|0|'john')}
the number of saola semnoz iii shoes women's should be 1,/ShoppingCart->/ShoppingCart#change quantity{'select product'= "saola semnoz iii shoes women's"|1|"saola semnoz iii shoes women's"; 'change quantity'= '1'|1|'1')}
to pay you can use my card with the following details: number is 1.23456e14 and security code is 123 and it expires on feb of 2028,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '1.23456e+14'|0|'1.23456e+14'; 'security code'= '123'|0|'123'; 'expiration month'= '2-feb'|1|'feb'; 'expiration year'= '2028'|1|'2028')}
go to men and choose down & insulated,/->/search#select sub category{'select category'= 'men'|1|'men'; 'select sub category'= 'down & insulated'|1|'down & insulated')}
fill in the checkout details as follows: city is new delhi street address is 1033 s oakley blvd. and my full name is robert williams,/checkout/billing-address->/checkout/contact-info#continue{'city'= 'new delhi'|0|'new delhi'; 'street address'= '1033 s oakley blvd.'|0|'1033 s oakley blvd.'; 'last name'= 'williams'|0|'williams'; 'first name'= 'robert'|0|'robert')}
I want to get the black in size medium,/product/->Added to cart confirmation#add to cart{'select color'= 'black'|1|'black'; 'select size'= 'm'|1|'medium')}
go to gifts and choose ski & snowboard,/->/search#select sub category{'select category'= 'gifts'|1|'gifts'; 'select sub category'= 'ski & snowboard'|1|'ski & snowboard')}
casual jackets for cycle,/->/search#select sub category{'select category'= 'cycle'|1|'cycle'; 'select sub category'= 'casual jackets'|1|'casual jackets')}
I'm looking for something katin,/search->/search#filter by brand{'filter by brand'= 'katin'|1|'katin')}
which are carhartt,/search->/search#filter by brand{'filter by brand'= 'carhartt'|1|'carhartt')}
add one in color white and size small to my cart,/product/->Added to cart confirmation#add to cart{'select color'= 'white'|1|'white'; 'select size'= 's'|1|'small'; 'change quantity'= '1'|1|'one')}
I'm looking for something la sportiva,/search->/search#filter by brand{'filter by brand'= 'la sportiva'|1|'la sportiva')}
rank results by alphabetical order,/search->/search#sort results{'sort results'= 'brand: a z'|1|'alphabetical order')}
my full address is 2331 n ashland ave boston south dakota 60612 india and my name is john williams,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '60612'|0|'60612'; 'state'= 'south dakota'|1|'south dakota'; 'country'= 'india'|1|'india'; 'city'= 'boston'|0|'boston'; 'street address'= '2331 n ashland ave'|0|'2331 n ashland ave'; 'last name'= 'williams'|0|'williams'; 'first name'= 'john'|0|'john')}
go to hiking and pick ski & snowboard,/->/search#select sub category{'select category'= 'camp & hike'|1|'hiking'; 'select sub category'= 'ski & snowboard'|1|'ski & snowboard')}
I'm looking for something burton,/search->/search#filter by brand{'filter by brand'= 'burton'|1|'burton')}
I want to know more about insulated torrentshell jacket men's,/search->/product/#select product{'select product'= "insulated torrentshell jacket men's"|1|"insulated torrentshell jacket men's")}
my full address is 1033 s oakley blvd. los angeles new mexico 37566 australia and my name is robert ponting,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '37566'|0|'37566'; 'state'= 'new mexico'|1|'new mexico'; 'country'= 'australia'|1|'australia'; 'city'= 'los angeles'|0|'los angeles'; 'street address'= '1033 s oakley blvd.'|0|'1033 s oakley blvd.'; 'last name'= 'ponting'|0|'ponting'; 'first name'= 'robert'|0|'robert')}
order the option in green and size s just 7 pieces with the option store pick up,/product/->Added to cart confirmation#add to cart{'select color'= 'green'|1|'green'; 'pick up mode'= 'pick up in store free'|1|'store pick up'; 'select size'= 's'|1|'s'; 'change quantity'= '7'|1|'7')}
top sold re rank,/search->/search#sort results{'sort results'= 'bestselling'|1|'top sold')}
my full address is 2134 e ontario st. la nevada 70745 united states and my name is john johnson,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '70745'|0|'70745'; 'state'= 'nevada'|1|'nevada'; 'country'= 'united states'|1|'united states'; 'city'= 'los angeles'|0|'la'; 'street address'= '2134 e ontario st.'|0|'2134 e ontario st.'; 'last name'= 'johnson'|0|'johnson'; 'first name'= 'john'|0|'john')}
to pay you can use my card with the following details: number is 1.23456e14 and security code is 123 and it expires on july of 2024,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '1.23456e+14'|0|'1.23456e+14'; 'security code'= '123'|0|'123'; 'expiration month'= '7-jul'|1|'july'; 'expiration year'= '2024'|1|'2024')}
to pay you can use my card with the following details: number is 4.56746e15 and security code is 123 and it expires on march of 2025,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '4.56746e+15'|0|'4.56746e+15'; 'security code'= '123'|0|'123'; 'expiration month'= '3-mar'|1|'march'; 'expiration year'= '2025'|1|'2025')}
fill in the checkout details as follows: city is london street address is 2331 n ashland ave and my full name is john miller,/checkout/billing-address->/checkout/contact-info#continue{'city'= 'london'|0|'london'; 'street address'= '2331 n ashland ave'|0|'2331 n ashland ave'; 'last name'= 'miller'|0|'miller'; 'first name'= 'john'|0|'john')}
show me only keen items,/search->/search#filter by brand{'filter by brand'= 'keen'|1|'keen')}
add it in size small,/product/->Added to cart confirmation#add to cart{'select size'= 's'|1|'small')}
my full address is 3245 w roosevelt road chicago nebraska 70745 uk and my name is david ponting,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '70745'|0|'70745'; 'state'= 'nebraska'|1|'nebraska'; 'country'= 'uk'|1|'uk'; 'city'= 'chicago'|0|'chicago'; 'street address'= '3245 w roosevelt road'|0|'3245 w roosevelt road'; 'last name'= 'ponting'|0|'ponting'; 'first name'= 'david'|0|'david')}
order the option in black and size xxl just 8 pieces with the option store pick up,/product/->Added to cart confirmation#add to cart{'select color'= 'black'|1|'black'; 'pick up mode'= 'pick up in store free'|1|'store pick up'; 'select size'= 'xxl'|1|'xxl'; 'change quantity'= '8'|1|'8')}
to pay you can use my card with the following details: number is 1.23456e14 and security code is 123 and it expires on 10 of 2027,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '1.23456e+14'|0|'1.23456e+14'; 'security code'= '123'|0|'123'; 'expiration month'= '10-oct'|1|'10'; 'expiration year'= '2027'|1|'2027')}
the only brand I want is craghoppers,/search->/search#filter by brand{'filter by brand'= 'craghoppers'|1|'craghoppers')}
Submit order with credit card number 4.56746e15 security code 123 expiration year 2023 and expiration month jun,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '4.56746e+15'|0|'4.56746e+15'; 'security code'= '123'|0|'123'; 'expiration month'= '6-jun'|1|'jun'; 'expiration year'= '2023'|1|'2023')}
search for great snow shoes,/->/search#search{'search for great gear clothing'= 'snow shoes'|0|'snow shoes')}
display medium products,/search->/search#filter by best use{'filter by best use'= 'medium'|1|'medium')}
add 2 in color brown and size xxl to my cart,/product/->Added to cart confirmation#add to cart{'select color'= 'brown'|1|'brown'; 'select size'= 'xxl'|1|'xxl'; 'change quantity'= '2'|1|'2')}
enter 37566 as zip code american samoa as state sweden as country london as city 2331 n ashland ave as street address miller as last name and robert as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '37566'|0|'37566'; 'state'= 'american samoa'|1|'american samoa'; 'country'= 'sweden'|1|'sweden'; 'city'= 'london'|0|'london'; 'street address'= '2331 n ashland ave'|0|'2331 n ashland ave'; 'last name'= 'miller'|0|'miller'; 'first name'= 'robert'|0|'robert')}
display polyester blend products,/search->/search#filter by fabric type{'filter by fabric type'= 'polyester / polyester blend'|1|'polyester blend')}
browse fleece & soft shell in the climb category,/->/search#select sub category{'select category'= 'climb'|1|'climb'; 'select sub category'= 'fleece & soft shell'|1|'fleece & soft shell')}
exclude everything that is not us made,/search->/search#filter by features{'filter by features'= 'made in usa'|1|'us made')}
add nine in color blue and size l to my cart,/product/->Added to cart confirmation#add to cart{'select color'= 'blue'|1|'blue'; 'select size'= 'l'|1|'l'; 'change quantity'= '9'|1|'nine')}
I want to see only 8.5 sizes,/search->/search#filter by size{'filter by size'= '8.5'|1|'8.5')}
I need it for toddlers',/search->/search#filter by gender{'filter by gender'= "toddlers'"|1|"toddlers'")}
show me only the zamberlan ones,/search->/search#filter by brand{'filter by brand'= 'zamberlan'|1|'zamberlan')}
order the option in white and size extra large just four pieces with the option deliver to address,/product/->Added to cart confirmation#add to cart{'select color'= 'white'|1|'white'; 'pick up mode'= 'ship to address'|1|'deliver to address'; 'select size'= 'xl'|1|'extra large'; 'change quantity'= '4'|1|'four')}
enter 43677 as zip code nebraska as state australia as country los angeles as city 3123 s taylor st. as street address miller as last name and richard as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '43677'|0|'43677'; 'state'= 'nebraska'|1|'nebraska'; 'country'= 'australia'|1|'australia'; 'city'= 'los angeles'|0|'los angeles'; 'street address'= '3123 s taylor st.'|0|'3123 s taylor st.'; 'last name'= 'miller'|0|'miller'; 'first name'= 'richard'|0|'richard')}
my full address is 1033 s oakley blvd. redmond united states minor outlying islands 37566 poland and my name is john miller,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '37566'|0|'37566'; 'state'= 'united states minor outlying islands'|1|'united states minor outlying islands'; 'country'= 'poland'|1|'poland'; 'city'= 'redmond'|0|'redmond'; 'street address'= '1033 s oakley blvd.'|0|'1033 s oakley blvd.'; 'last name'= 'miller'|0|'miller'; 'first name'= 'john'|0|'john')}
only m options,/search->/search#filter by size{'filter by size'= 'medium'|1|'m')}
add nine in color green and size extra large to my cart,/product/->Added to cart confirmation#add to cart{'select color'= 'green'|1|'green'; 'select size'= 'xl'|1|'extra large'; 'change quantity'= '9'|1|'nine')}
in deals click on casual jackets,/->/search#select sub category{'select category'= 'deals'|1|'deals'; 'select sub category'= 'casual jackets'|1|'casual jackets')}
enter 23678 as zip code massachusetts as state australia as country ny as city 3123 s taylor st. as street address smith as last name and michael as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '23678'|0|'23678'; 'state'= 'massachusetts'|1|'massachusetts'; 'country'= 'australia'|1|'australia'; 'city'= 'new york'|0|'ny'; 'street address'= '3123 s taylor st.'|0|'3123 s taylor st.'; 'last name'= 'smith'|0|'smith'; 'first name'= 'michael'|0|'michael')}
the number of items is wrong change it to 9,/ShoppingCart->/ShoppingCart#change quantity{'change quantity'= '9'|1|'9')}
go to more and pick wind shells,/->/search#select sub category{'select category'= 'more'|1|'more'; 'select sub category'= 'wind shells'|1|'wind shells')}
Submit order with credit card number 1.12345e15 security code 123 expiration year 2028 and expiration month feb,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '1.12345e+15'|0|'1.12345e+15'; 'security code'= '123'|0|'123'; 'expiration month'= '2-feb'|1|'feb'; 'expiration year'= '2028'|1|'2028')}
order the option in black and size xxl,/product/->Added to cart confirmation#add to cart{'select color'= 'black'|1|'black'; 'select size'= 'xxl'|1|'xxl')}
Add the product to my cart in size l,/product/->Added to cart confirmation#add to cart{'select size'= 'l'|1|'l')}
I'm interested in less than 12 years of age and wind shells,/->/search#select sub category{'select category'= 'kids'|1|'less than 12 years of age'; 'select sub category'= 'wind shells'|1|'wind shells')}
fill in the checkout details as follows: city is london street address is 2134 e ontario st. and my full name is john brown,/checkout/billing-address->/checkout/contact-info#continue{'city'= 'london'|0|'london'; 'street address'= '2134 e ontario st.'|0|'2134 e ontario st.'; 'last name'= 'brown'|0|'brown'; 'first name'= 'john'|0|'john')}
I want to see only nine sizes,/search->/search#filter by size{'filter by size'= '9'|1|'nine')}
make one more change before checking out: record for future the north face venture 2 jacket men's,/ShoppingCart->/ShoppingCart#edit shopping cart items{'select product'= "the north face venture 2 jacket men's"|1|"the north face venture 2 jacket men's"; 'edit shopping cart items'= 'save for later'|1|'record for future')}
checkout under david smith,/checkout/billing-address->/checkout/contact-info#continue{'last name'= 'smith'|0|'smith'; 'first name'= 'david'|0|'david')}
go to trips and choose wind shells,/->/search#select sub category{'select category'= 'travel'|1|'trips'; 'select sub category'= 'wind shells'|1|'wind shells')}
which sweter do they have,/->/search#search{'search for great gear clothing'= 'sweter'|0|'sweter')}
my details are  98005 as zip code north dakota as state uk as country chicago as city 3245 w roosevelt road as address williams as surname and james as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '98005'|0|'98005'; 'state'= 'north dakota'|1|'north dakota'; 'country'= 'uk'|1|'uk'; 'city'= 'chicago'|0|'chicago'; 'street address'= '3245 w roosevelt road'|0|'3245 w roosevelt road'; 'last name'= 'williams'|0|'williams'; 'first name'= 'james'|0|'james')}
add it in color black and size very large,/product/->Added to cart confirmation#add to cart{'select color'= 'black'|1|'black'; 'select size'= 'xxl'|1|'very large')}
fill in the checkout details as follows: city is sf street address is 3245 w roosevelt road and my full name is john smith,/checkout/billing-address->/checkout/contact-info#continue{'city'= 'san fransisco'|0|'sf'; 'street address'= '3245 w roosevelt road'|0|'3245 w roosevelt road'; 'last name'= 'smith'|0|'smith'; 'first name'= 'john'|0|'john')}
fill in the checkout details as follows: city is new york street address is 3245 w roosevelt road and my full name is john miller,/checkout/billing-address->/checkout/contact-info#continue{'city'= 'new york'|0|'new york'; 'street address'= '3245 w roosevelt road'|0|'3245 w roosevelt road'; 'last name'= 'miller'|0|'miller'; 'first name'= 'john'|0|'john')}
in shop rei outlet click on ski & snowboard,/->/search#select sub category{'select category'= 'shop rei outlet'|1|'shop rei outlet'; 'select sub category'= 'ski & snowboard'|1|'ski & snowboard')}
add it in color blue and size small,/product/->Added to cart confirmation#add to cart{'select color'= 'blue'|1|'blue'; 'select size'= 's'|1|'small')}
Add to my cart an blue extra large and added it to my cart as deliver to address,/product/->Added to cart confirmation#add to cart{'select color'= 'blue'|1|'blue'; 'pick up mode'= 'ship to address'|1|'deliver to address'; 'select size'= 'xl'|1|'extra large')}
filter by topo designs,/search->/search#filter by brand{'filter by brand'= 'topo designs'|1|'topo designs')}
enter 70745 as zip code kansas as state australia as country london as city 3245 w roosevelt road as street address williams as last name and david as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '70745'|0|'70745'; 'state'= 'kansas'|1|'kansas'; 'country'= 'australia'|1|'australia'; 'city'= 'london'|0|'london'; 'street address'= '3245 w roosevelt road'|0|'3245 w roosevelt road'; 'last name'= 'williams'|0|'williams'; 'first name'= 'david'|0|'david')}
find snow shoes,/->/search#search{'search for great gear clothing'= 'snow shoes'|0|'snow shoes')}
my full address is 4260 132nd ave ne boston united states minor outlying islands 43677 australia and my name is michael ponting,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '43677'|0|'43677'; 'state'= 'united states minor outlying islands'|1|'united states minor outlying islands'; 'country'= 'australia'|1|'australia'; 'city'= 'boston'|0|'boston'; 'street address'= '4260 132nd ave ne'|0|'4260 132nd ave ne'; 'last name'= 'ponting'|0|'ponting'; 'first name'= 'michael'|0|'michael')}
I only want results for toddler girls',/search->/search#filter by gender{'filter by gender'= "toddler girls'"|1|"toddler girls'")}
order the option in orange and size largest just 4 pieces with the option deliver to address,/product/->Added to cart confirmation#add to cart{'select color'= 'orange'|1|'orange'; 'pick up mode'= 'ship to address'|1|'deliver to address'; 'select size'= 'xxl'|1|'largest'; 'change quantity'= '4'|1|'4')}
add 8 in color yellow and size big to my cart,/product/->Added to cart confirmation#add to cart{'select color'= 'yellow'|1|'yellow'; 'select size'= 'l'|1|'big'; 'change quantity'= '8'|1|'8')}
enter 37566 as zip code guam as state sweden as country new york as city 2331 n ashland ave as street address miller as last name and richard as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '37566'|0|'37566'; 'state'= 'guam'|1|'guam'; 'country'= 'sweden'|1|'sweden'; 'city'= 'new york'|0|'new york'; 'street address'= '2331 n ashland ave'|0|'2331 n ashland ave'; 'last name'= 'miller'|0|'miller'; 'first name'= 'richard'|0|'richard')}
add 2 of this one to my current cart,/product/->Added to cart confirmation#add to cart{'change quantity'= '2'|1|'2')}
blue only,/search->/search#filter by best use{'filter by best use'= 'blue'|1|'blue')}
keep only prana,/search->/search#filter by brand{'filter by brand'= 'prana'|1|'prana')}
order the option in pink and size m just 2 pieces with the option store pick up,/product/->Added to cart confirmation#add to cart{'select color'= 'pink'|1|'pink'; 'pick up mode'= 'pick up in store free'|1|'store pick up'; 'select size'= 'm'|1|'m'; 'change quantity'= '2'|1|'2')}
I'd like something with hippytree brand,/search->/search#filter by brand{'filter by brand'= 'hippytree'|1|'hippytree')}
Add to my cart an blue moderate and added it to my cart as deliver to address,/product/->Added to cart confirmation#add to cart{'select color'= 'blue'|1|'blue'; 'pick up mode'= 'ship to address'|1|'deliver to address'; 'select size'= 'm'|1|'moderate')}
my full address is 2331 n ashland ave new delhi maine 23678 denmark and my name is john smith,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '23678'|0|'23678'; 'state'= 'maine'|1|'maine'; 'country'= 'denmark'|1|'denmark'; 'city'= 'new delhi'|0|'new delhi'; 'street address'= '2331 n ashland ave'|0|'2331 n ashland ave'; 'last name'= 'smith'|0|'smith'; 'first name'= 'john'|0|'john')}
fill in the checkout details as follows: city is la street address is 3245 w roosevelt road and my full name is robert brown,/checkout/billing-address->/checkout/contact-info#continue{'city'= 'los angeles'|0|'la'; 'street address'= '3245 w roosevelt road'|0|'3245 w roosevelt road'; 'last name'= 'brown'|0|'brown'; 'first name'= 'robert'|0|'robert')}
fill in the checkout details as follows: city is new york street address is 3245 w roosevelt road and my full name is richard johnson,/checkout/billing-address->/checkout/contact-info#continue{'city'= 'new york'|0|'new york'; 'street address'= '3245 w roosevelt road'|0|'3245 w roosevelt road'; 'last name'= 'johnson'|0|'johnson'; 'first name'= 'richard'|0|'richard')}
I want to get the red in size s,/product/->Added to cart confirmation#add to cart{'select color'= 'red'|1|'red'; 'select size'= 's'|1|'s')}
my full address is 1033 s oakley blvd. boston vermont 70745 italy and my name is john ponting,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '70745'|0|'70745'; 'state'= 'vermont'|1|'vermont'; 'country'= 'italy'|1|'italy'; 'city'= 'boston'|0|'boston'; 'street address'= '1033 s oakley blvd.'|0|'1033 s oakley blvd.'; 'last name'= 'ponting'|0|'ponting'; 'first name'= 'john'|0|'john')}
order an xxl blue,/product/->Added to cart confirmation#add to cart{'select color'= 'blue'|1|'blue'; 'select size'= 'xxl'|1|'xxl')}
Show me all on options,/search->/search#filter by brand{'filter by brand'= 'on'|1|'on')}
my details are  60612 as zip code florida as state italy as country la as city 2331 n ashland ave as address johnson as surname and john as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '60612'|0|'60612'; 'state'= 'florida'|1|'florida'; 'country'= 'italy'|1|'italy'; 'city'= 'los angeles'|0|'la'; 'street address'= '2331 n ashland ave'|0|'2331 n ashland ave'; 'last name'= 'johnson'|0|'johnson'; 'first name'= 'john'|0|'john')}
in the travel department open down & insulated,/->/search#select sub category{'select category'= 'travel'|1|'travel'; 'select sub category'= 'down & insulated'|1|'down & insulated')}
fill in the checkout details as follows: city is boston street address is 3123 s taylor st. and my full name is michael ponting,/checkout/billing-address->/checkout/contact-info#continue{'city'= 'boston'|0|'boston'; 'street address'= '3123 s taylor st.'|0|'3123 s taylor st.'; 'last name'= 'ponting'|0|'ponting'; 'first name'= 'michael'|0|'michael')}
to pay you can use my card with the following details: number is 1.12346e16 and security code is 123 and it expires on mar of 2024,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '1.12346e+16'|0|'1.12346e+16'; 'security code'= '123'|0|'123'; 'expiration month'= '3-mar'|1|'mar'; 'expiration year'= '2024'|1|'2024')}
I'd like something with timberland brand,/search->/search#filter by brand{'filter by brand'= 'timberland'|1|'timberland')}
show me 10% off,/->/search#select offer{'select offer'= 'up to 10% off'|1|'10% off')}
I'm interested only in hippytree,/search->/search#filter by brand{'filter by brand'= 'hippytree'|1|'hippytree')}
show me only tecnica items,/search->/search#filter by brand{'filter by brand'= 'tecnica'|1|'tecnica')}
show me only the on ones,/search->/search#filter by brand{'filter by brand'= 'on'|1|'on')}
Submit order with credit card number 1.12345e15 security code 123 expiration year 2028 and expiration month jul,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '1.12345e+15'|0|'1.12345e+15'; 'security code'= '123'|0|'123'; 'expiration month'= '7-jul'|1|'jul'; 'expiration year'= '2028'|1|'2028')}
show me only zamberlan items,/search->/search#filter by brand{'filter by brand'= 'zamberlan'|1|'zamberlan')}
my details are  70745 as zip code west virginia as state china as country ny as city 2134 e ontario st. as address williams as surname and david as first name,/checkout/billing-address->/checkout/contact-info#continue{'postal code'= '70745'|0|'70745'; 'state'= 'west virginia'|1|'west virginia'; 'country'= 'china'|1|'china'; 'city'= 'new york'|0|'ny'; 'street address'= '2134 e ontario st.'|0|'2134 e ontario st.'; 'last name'= 'williams'|0|'williams'; 'first name'= 'david'|0|'david')}
to pay you can use my card with the following details: number is 1.12346e16 and security code is 123 and it expires on 08 of 2033,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '1.12346e+16'|0|'1.12346e+16'; 'security code'= '123'|0|'123'; 'expiration month'= '8-aug'|1|'08'; 'expiration year'= '2033'|1|'2033')}
five size results only,/search->/search#filter by size{'filter by size'= '5'|1|'five')}
select the color yellow and size moderate and then add it to my cart,/product/->Added to cart confirmation#add to cart{'select color'= 'yellow'|1|'yellow'; 'select size'= 'm'|1|'moderate')}
add eight in color white and size 2xl to my cart,/product/->Added to cart confirmation#add to cart{'select color'= 'white'|1|'white'; 'select size'= 'xxl'|1|'2xl'; 'change quantity'= '8'|1|'eight')}
the only brand I want is holden,/search->/search#filter by brand{'filter by brand'= 'holden'|1|'holden')}
Submit order with credit card number 1.12346e15 security code 123 expiration year 2019 and expiration month june,/checkout/payment-method->/checkout/confirmation#continue{'credit card'= '1.12346e+15'|0|'1.12346e+15'; 'security code'= '123'|0|'123'; 'expiration month'= '6-jun'|1|'june'; 'expiration year'= '2019'|1|'2019')}
